subj,title,cond,freq,val_1,ar_1,det_1,reg_1,val_3,ar_3,det_3,reg_3,acc,ERQ_reap,ERQ_supp,STAI,SDS,S2 pre EMG,S2 post EMG
9,Not going to City Group ,2,5,2,5,5,6,3,4,4,5,0,24,10,50,4,0.044978019,0.047424353
9,Not wearing contacts ,2,4,5,5,4,6,2,3,4,0,1,24,10,50,4,0.045005322,0.045031426
9,Not wearing retainer ,1,4,5,2,2,6,3,5,4,6,0,24,10,50,4,0.045016361,0.045990635
9,Not working out ,2,3,2,5,5,4,4,5,5,5,1,24,10,50,4,0.044983535,0.04497368
9,Reaction to dog at graduation,2,2,2,4,6,4,3,4,3,3,0,24,10,50,4,0.045040888,0.044974995
9,Reaction to first date ,2,2,3,5,5,6,4,5,6,4,0,24,10,50,4,0.044985414,0.044943168
9,Saying that I give up ,3,4,2,5,7,6,3,4,7,6,1,24,10,50,4,0.044996012,0.046809849
9,Staying up for diode test ,2,2,2,4,5,5,0,2,4,4,0,24,10,50,4,0.04500495,0.046696405
9,Taking bus to DC ,1,1,4,5,6,4,2,4,3,5,0,24,10,50,4,0.045063623,0.045090626
9,Talking about grandparents ,1,5,1,6,7,7,2,6,6,6,1,24,10,50,4,0.04495994,0.044985672
9,Talking about roommate ,1,3,3,2,3,5,4,3,4,3,1,24,10,50,4,0.045088134,0.045058751
9,Talking poorly about coworker,1,5,3,5,5,7,2,4,6,0,0,24,10,50,4,0.045020672,0.045535998
9,Talking to another at Baylor,1,2,2,6,6,5,2,4,3,4,1,24,10,50,4,0.044944792,0.058451638
9,Telling Lauryn I'm fine ,3,5,2,5,7,5,2,6,4,2,1,24,10,50,4,0.045060747,0.045019569
9,Washing sheets,3,3,2,1,4,5,4,4,6,2,1,24,10,50,4,0.04501059,0.044968526
9,Yelling at David ,3,4,2,2,6,5,1,4,6,6,1,24,10,50,4,0.047659427,0.045658754
10,Being late ,2,6,1,7,7,6,1,7,6,7,1,33,24,41,10,0.044908476,0.045073392
10,Buying Ermias a sandwich ,3,4,3,4,6,4,1,6,6,6,0,33,24,41,10,0.044918496,0.044938516
10,Choosing an apartment,3,4,1,7,3,7,2,2,4,3,0,33,24,41,10,0.044822138,0.044858981
10,Choosing roommate,2,2,2,7,7,7,1,7,6,7,1,33,24,41,10,0.044777229,0.045001255
10,copying a key for a house ,1,2,1,6,6,6,0,6,5,6,0,33,24,41,10,0.044919646,0.044941026
10,Deciding to drive instead of the train,3,3,2,6,7,5,1,6,6,2,0,33,24,41,10,0.044919535,0.044905718
10,Drinking at a bar ,2,3,1,7,6,7,1,0,6,6,1,33,24,41,10,0.044947686,0.045194833
10,Drinking at a party ,2,2,2,6,5,5,2,7,6,0,0,33,24,41,10,0.044904675,0.045005012
10,Forgetting to thank someone when I gave a closing remark ,1,5,1,7,7,7,1,7,7,7,0,33,24,41,10,0.044804529,0.044818418
10,Forgot to send graduation invitation ,1,3,2,4,7,4,3,3,6,3,0,33,24,41,10,0.044882596,0.044941171
10,Getting a piercing ,1,4,2,3,7,5,0,5,6,6,0,33,24,41,10,0.044882362,0.044935125
10,Giving a ride ,1,4,4,4,5,4,4,2,2,1,0,33,24,41,10,0.044860807,0.044844515
10,Giving the wrong direction ,2,4,1,7,7,7,1,7,5,7,1,33,24,41,10,0.044852804,0.044934311
10,Going on a date with a co-worker ,1,2,3,4,5,4,0,3,6,6,0,33,24,41,10,0.044952107,0.044919596
10,Going to a party ,1,2,1,7,7,7,1,5,5,5,0,33,24,41,10,0.044780356,0.046511145
10,Not applying for jobs ,2,7,1,7,5,7,1,7,6,7,1,33,24,41,10,0.044923785,0.044890194
10,Not being able to make it to a graduation celebration ,3,3,1,7,7,7,0,4,4,4,0,33,24,41,10,0.044796089,0.044983554
10,Not being organized ,1,6,1,7,7,7,1,6,6,2,0,33,24,41,10,0.044838052,0.044874241
10,Not communicating with my mentor ,1,4,1,7,6,7,1,6,6,5,0,33,24,41,10,0.044956732,0.045079666
10,Not dressed up appropriately ,2,6,3,3,7,5,3,4,5,2,0,33,24,41,10,0.04488396,0.044931039
10,Not having cash on me ,1,3,4,2,5,4,0,4,5,0,1,33,24,41,10,0.044883628,0.044885556
10,Not waking up early ,2,5,1,7,6,7,2,6,5,5,0,33,24,41,10,0.04485435,0.044851924
10,Overloading class ,3,5,2,6,6,6,2,6,6,6,0,33,24,41,10,0.044907608,0.044912415
10,Paying for drinks ,3,2,1,7,7,7,1,6,6,7,0,33,24,41,10,0.044939822,0.044923839
10,Reunions decision making ,2,4,1,7,7,7,1,7,7,7,0,33,24,41,10,0.04489288,0.045821776
10,staying and working,3,4,1,5,5,6,2,2,2,2,0,33,24,41,10,0.044937157,0.044876919
10,Taking a wrong exit ,2,2,2,5,6,5,3,3,6,3,1,33,24,41,10,0.045842447,0.045132977
10,Trying drugs,3,2,1,7,6,7,2,4,4,3,0,33,24,41,10,0.044931115,0.044912231
10,Using money to buy a bag ,3,3,4,4,6,4,0,6,6,2,0,33,24,41,10,0.044922014,0.049318956
10,Whether to study or procrastinate.,3,6,1,3,7,5,2,6,5,2,0,33,24,41,10,0.04501648,0.045876083
11,A lady in a research study telling me I was bothering her and making her dizzy which pissed me off.,3,6,2,6,7,4,2,5,0,4,0,28,13,45,1,0.045545894,0.04578401
11,A man making a racist remark at my job which made me angry.,3,4,1,7,5,6,3,5,5,5,1,28,13,45,1,0.044815578,0.045051983
11,A rude cashier rushing me to get my money which immediately hurt my feelings.,3,3,2,6,5,5,3,5,5,5,0,28,13,45,1,0.053960206,0.048054
11,Asking a guy out and getting rejected because he liked someone else.,2,2,2,6,3,5,3,4,4,3,1,28,13,45,1,0.048551197,0.04675659
11,Bad hair day and getting bullied,3,2,2,4,3,5,3,4,4,3,1,28,13,45,1,0.048446761,0.047964651
11,"Being asked to do something at work that I didn't want to do, but had no choice which annoyed me.",3,6,2,4,5,5,3,3,3,3,1,28,13,45,1,0.044848842,0.045466323
11,Being in an elevator with three guys alone and feeling nervous,1,6,2,6,6,5,3,6,5,6,1,28,13,45,1,0.047136343,0.047400604
11,Being told my aunt was suffering from stage 4 cancer and would die soon.,2,4,2,5,6,7,1,3,7,7,1,28,13,45,1,0.050934552,0.049361277
11,Drinking at a party then driving my friend's home because I was the most sober. I was instantly nervous about crashing.,3,3,1,6,7,7,1,5,6,6,0,28,13,45,1,0.049293828,0.051169232
11,"Dropping my phone, seeing a crack on the screen protector, but thinking it was my actual screen.",3,7,2,5,6,6,3,5,5,2,0,28,13,45,1,0.051275579,0.051183475
11,Dying hair disaster,2,2,3,2,5,5,6,0,4,1,0,28,13,45,1,0.04475122,0.04597393
11,Failing my first college exam and feeling nervous about my GPA,2,3,2,4,2,6,3,4,0,2,1,28,13,45,1,0.044959241,0.044934293
11,Get phished online and almost losing over $200 which made me angry.,1,2,1,5,5,6,2,4,5,5,0,28,13,45,1,0.044750177,0.044873441
11,Getting paid on a weekend where I had plans to go out and then having an unexpected bill come up which made me so upset.,1,3,3,4,3,4,3,3,4,3,0,28,13,45,1,0.045188555,0.04582032
11,Getting someone else's package after waiting on mine to come for 2 weeks.,2,2,2,4,3,4,3,4,4,4,0,28,13,45,1,0.045395483,0.045736721
11,Getting told that someone was talking behind my back saying things that weren't true which pissed me off.,2,7,2,6,6,6,5,2,2,2,0,28,13,45,1,0.044730721,0.045255922
11,Going to meet a guy for a hookup and seeing that he got a cheap motel which pissed me off and made me go home.,1,7,1,5,7,6,2,5,5,7,1,28,13,45,1,0.044795744,0.044815864
11,Having a musty man sit beside me on the bus and feeling disgust at his smell.,2,4,2,3,7,7,2,3,3,3,0,28,13,45,1,0.044765243,0.045261958
11,Having my office management at my apartment lose one of my packages.,2,6,2,6,7,6,3,4,5,5,0,28,13,45,1,0.046732429,0.048771933
11,Having sex with someone who was trying not to use a condom and getting annoyed with him.,1,4,2,3,5,6,2,3,4,7,0,28,13,45,1,0.044700716,0.044770288
11,Hearing my brother was coming to visit over my spring break and feeling annoyed.,1,3,2,5,3,5,2,3,5,5,1,28,13,45,1,0.044901593,0.044904403
11,Hearing someone call my friend something rude and she not sticking up for herself which pissed me off.,2,3,2,5,5,6,4,5,5,6,0,28,13,45,1,0.050615219,0.048994351
11,Saying something to my friend and him getting upset,1,3,2,5,5,6,2,3,2,2,0,28,13,45,1,0.048995257,0.049295148
11,Scratching my mother and getting on punishment,3,1,1,5,3,6,3,5,5,6,0,28,13,45,1,0.048855869,0.048241505
11,"Seeing the comments on Youtube of a rape scene in ""Showgirls"" and feeling anger to the insensitivity.",1,4,1,7,6,7,1,7,6,7,1,28,13,45,1,0.048192142,0.048446309
11,Seeing the rape scene in 13 Reasons Why and feeling instant sadness,3,6,1,7,7,7,1,0,7,7,0,28,13,45,1,0.047374006,0.047043703
11,Speeding on the interstate and passing a cop which made me super nervous that I would get pulled over.,1,2,3,4,5,5,2,6,5,5,0,28,13,45,1,0.045046345,0.049000358
11,Texting the wrong message to someone and getting their anger directed at me,1,2,3,6,4,6,4,4,5,0,0,28,13,45,1,0.049574051,0.048344398
11,Visiting my cousin in Charlotte after she said she had plans for us and then me driving all the way there to not do anything. I was pissed,2,6,2,5,5,6,3,5,5,0,0,28,13,45,1,0.046156257,0.045957287
11,Walking into my home early and seeing my stepdad naked,3,3,2,5,7,7,1,7,7,7,1,28,13,45,1,0.047871575,0.046480372
12,Accepted job offer,2,1,3,4,6,4,7,6,5,1,1,36,9,25,9,0.045157775,0.053514846
12,Break off relationship ,3,2,6,5,6,5,1,5,7,1,0,36,9,25,9,0.0451442,0.04782786
12,Bring my children to work,3,1,2,6,6,6,3,5,7,6,0,36,9,25,9,0.051641531,0.046192552
12,Check on my daughters ,3,1,5,4,5,3,7,3,6,1,0,36,9,25,9,0.045291949,0.046047993
12,Choosing house materials,3,1,5,5,3,4,7,6,6,5,1,36,9,25,9,0.045959458,0.04597724
12,Choosing what to wear,2,5,2,4,4,4,4,4,5,4,0,36,9,25,9,0.045120881,0.052144087
12,Cutting my hair,3,3,4,5,5,4,0,5,5,3,1,36,9,25,9,0.04527993,0.046896169
12,Doing this survey,2,5,2,2,7,7,0,4,0,1,0,36,9,25,9,0.060672918,0.047211208
12,Driving back home,1,3,5,5,6,5,5,3,4,3,1,36,9,25,9,0.051263007,0.048927588
12,Eating a late dinner,3,6,5,4,6,4,6,2,5,5,0,36,9,25,9,0.045348738,0.045201125
12,Emailing Sarah,3,1,3,5,5,3,5,6,7,2,0,36,9,25,9,0.052372591,0.053562614
12,Finish this survey,3,1,1,4,7,6,7,4,7,1,0,36,9,25,9,0.04817974,0.050460791
12,Forgive people that hurt me,1,2,5,5,7,5,4,4,4,4,1,36,9,25,9,0.060562221,0.047393646
12,Getting a credit carc,2,2,3,4,6,7,0,3,2,5,1,36,9,25,9,0.045502453,0.05147185
12,Getting a pet turtle,2,6,1,3,7,7,1,6,7,7,1,36,9,25,9,0.045570008,0.048870929
12,Getting up early,3,2,3,5,6,4,5,3,6,1,1,36,9,25,9,0.065556951,0.057047273
12,Giving up,1,1,1,1,7,7,2,3,4,0,1,36,9,25,9,0.051466359,0.063115934
12,Go after the big grant,2,2,6,5,5,5,7,7,7,1,1,36,9,25,9,0.047063192,0.045542463
12,Going natural,1,5,4,5,5,4,6,4,4,3,0,36,9,25,9,0.048586285,0.074743451
12,Going on that date with Kelly,1,1,2,1,4,5,1,1,5,7,0,36,9,25,9,0.045733785,0.050500876
12,Picking a restaurant,1,1,4,4,3,3,3,5,6,4,0,36,9,25,9,0.04594416,0.04545286
12,Picking where to eat,2,6,3,5,6,5,1,4,6,4,0,36,9,25,9,0.051175413,0.046355866
12,StAying up,1,1,2,4,7,7,3,3,5,7,1,36,9,25,9,0.045213316,0.06315428
12,Taking off my jewelry,1,4,5,5,6,4,7,1,3,1,0,36,9,25,9,0.045776898,0.045187503
12,Texting while driving,2,4,1,5,7,7,1,4,5,7,0,36,9,25,9,0.046605034,0.046553545
12,Trying marijuana ,1,4,1,4,7,5,1,3,7,7,0,36,9,25,9,0.046336052,0.092611108
12,Wash my hair or not,2,5,5,5,7,5,0,4,5,3,0,36,9,25,9,0.046448308,0.06816689
12,Wearing my glasses instead of contacts,1,7,5,5,4,4,7,1,4,1,0,36,9,25,9,0.049335581,0.0458522
12,Whether to go to class,2,1,4,5,3,3,0,4,5,1,0,36,9,25,9,0.069118866,0.046791871
12,Writing a book,3,4,5,5,5,5,5,5,5,2,0,36,9,25,9,0.047215544,0.045444656
13,beach week- 2016,2,4,2,3,1,5,5,3,2,3,0,33,20,31,11,0.045192163,0.045210064
13,Being a DD,2,6,4,2,7,3,5,2,6,1,1,33,20,31,11,0.045232274,0.045218021
13,breaking phone,2,3,2,3,2,5,3,3,2,4,0,33,20,31,11,0.045244035,0.045223907
13,Buying red dress online,3,2,2,1,4,5,1,3,4,3,0,33,20,31,11,0.046780196,0.045470096
13,Buying shoes without trying them on,1,5,3,2,4,3,5,2,6,3,0,33,20,31,11,0.045233451,0.045260623
13,dentist,1,1,1,2,7,4,1,6,6,5,1,33,20,31,11,0.045246913,0.045241463
13,Durham Bulls Game,2,5,1,4,1,6,5,5,2,5,0,33,20,31,11,0.04526132,0.04524426
13,Farrah's Bday,1,3,3,2,2,4,3,3,5,2,1,33,20,31,11,0.045736834,0.045431941
13,fight with Randy,2,2,1,4,5,4,6,3,6,0,0,33,20,31,11,0.045292273,0.045348255
13,fighting with dad over money,1,3,1,6,4,3,2,6,7,3,0,33,20,31,11,0.045256682,0.045245212
13,Getting back with Randy,3,4,3,3,2,4,5,3,6,6,1,33,20,31,11,0.045217996,0.045206757
13,going to Tasmania,3,1,6,1,7,4,4,5,2,5,0,33,20,31,11,0.045285268,0.04522882
13,Halloween freshman year,1,2,1,4,1,7,1,5,1,7,0,33,20,31,11,0.045162411,0.045358715
13,highlights on hair,2,3,1,4,6,7,1,3,6,6,1,33,20,31,11,0.045251712,0.045336897
13,Ivy Australia,3,4,5,3,2,4,1,5,2,5,1,33,20,31,11,0.045343209,0.04588301
13,Kendrick Concert,2,5,7,7,5,3,6,5,6,1,1,33,20,31,11,0.045209462,0.045230742
13,Nate,2,2,6,1,7,5,4,6,6,3,0,33,20,31,11,0.045165056,0.045219934
13,Not using protection,3,3,1,4,3,5,2,6,3,5,1,33,20,31,11,0.045182277,0.045212955
13,not walking Mia,1,3,2,3,5,4,2,3,5,2,1,33,20,31,11,0.045314146,0.04525452
13,Picking roommate,1,6,1,3,3,5,2,4,5,2,0,33,20,31,11,0.045213158,0.045491129
13,Pikapp darty,3,2,2,1,2,5,5,5,3,1,1,33,20,31,11,0.045287444,0.045228712
13,Pike darty,2,1,5,4,1,6,4,2,3,3,1,33,20,31,11,0.045187226,0.045213956
13,Primate Sexuality Course,3,3,1,3,6,4,1,5,5,5,1,33,20,31,11,0.045237875,0.045249602
13,SA 's birthday,1,2,2,2,7,3,3,5,3,5,0,33,20,31,11,0.045252007,0.045314218
13,Sigep away formal,2,3,5,2,3,4,6,4,2,2,1,33,20,31,11,0.045201578,0.045246437
13,smoking cig,1,2,2,1,4,4,2,5,5,4,0,33,20,31,11,0.045721793,0.045272002
13,Soccer boy,3,5,1,4,7,3,5,6,6,5,1,33,20,31,11,0.045262841,0.045244624
13,studying for gre,3,3,2,1,6,3,5,6,6,1,1,33,20,31,11,0.045229999,0.045220309
13,Sunburn in Fiji,3,3,3,2,6,5,2,5,5,4,1,33,20,31,11,0.045261744,0.04525781
13,UNC game,1,6,1,5,1,7,1,7,3,5,1,33,20,31,11,0.045226568,0.045249971
14,Agreeing to drive to the beach alone,1,2,2,6,7,5,2,4,5,3,1,23,17,39,7,0.045385548,0.045405189
14,Agreeing to room with two girls right before trip to Australia,3,2,1,2,5,5,2,4,5,3,0,23,17,39,7,0.045375175,0.045378106
14,Being sick/lame when we visited DC,2,1,2,2,4,5,3,1,5,3,1,23,17,39,7,0.045423019,0.045387703
14,Buying chicken from food lion again,2,1,2,2,7,5,4,6,6,3,0,23,17,39,7,0.045383798,0.045372805
14,Catching and killing an almost dead mouse in a mouse trap,1,2,1,5,6,5,2,2,4,2,0,23,17,39,7,0.045394701,0.045351004
14,Crying at Megan's wedding,3,1,3,2,3,5,3,2,3,3,1,23,17,39,7,0.045367343,0.045498502
14,Drank too much at grad school prom,1,2,2,5,4,5,2,2,4,3,0,23,17,39,7,0.045369335,0.045449967
14,Drank too much on the beach,2,2,3,2,7,5,3,2,6,2,1,23,17,39,7,0.045411096,0.045397444
14,Drinking too much at the Durham Bulls home opener,3,2,2,5,5,6,2,3,3,4,0,23,17,39,7,0.045373738,0.045436843
14,Drinking too much at the holiday party,2,2,2,2,3,6,3,2,3,4,0,23,17,39,7,0.045350342,0.045354923
14,Driving my car to Vermont,1,3,1,6,7,7,3,1,6,5,1,23,17,39,7,0.045412024,0.045382774
14,Falling off a stool in San Diego,2,3,1,6,5,7,1,6,6,6,0,23,17,39,7,0.045364497,0.04551916
14,Getting mad at Josh and Anna at New Years,1,1,3,2,3,5,4,2,5,2,1,23,17,39,7,0.045410728,0.045399515
14,Got mad at Sam for not caring enough,3,1,2,5,3,5,4,2,2,3,1,23,17,39,7,0.04554205,0.045373082
14,Leaving for the Derby earlier than I told Andy,3,3,2,2,5,5,3,4,5,3,0,23,17,39,7,0.045396668,0.045389682
14,Leaving Guinness out of his crate so he ate my backpack ,1,1,3,2,4,5,3,1,4,2,1,23,17,39,7,0.045423242,0.045371746
14,Leaving my grant writing until the last minute,1,1,3,3,6,5,3,2,4,4,1,23,17,39,7,0.045336509,0.045371226
14,Letting my mom keep my car for a week,1,2,2,6,7,6,3,2,7,2,1,23,17,39,7,0.045413963,0.045621365
14,Made Taylor Swift plans and didn't invite Amy,2,2,1,5,7,6,2,4,7,5,0,23,17,39,7,0.04540774,0.04538395
14,Making a joke about Brad not having a girlfriend,3,1,1,3,6,6,2,3,4,5,1,23,17,39,7,0.045378725,0.045780391
14,Not being more direct with Andy about my dissertation,2,3,1,6,7,5,2,4,6,0,1,23,17,39,7,0.04541414,0.045414429
14,Not making sure my door was propped open,1,3,1,6,7,6,2,3,6,3,1,23,17,39,7,0.045401764,0.045387965
14,Not texting Amy after her surgery,2,3,1,5,5,7,2,3,6,6,1,23,17,39,7,0.045319606,0.045695505
14,Reading blogs about long distance dating,3,1,2,5,5,5,3,2,2,3,1,23,17,39,7,0.045451682,0.045658848
14,Skipping Kevins wedding,3,2,1,2,5,6,3,2,4,4,1,23,17,39,7,0.045370124,0.045397834
14,Told Josh he couldn't come to grad,2,2,2,5,6,5,3,3,4,2,1,23,17,39,7,0.045371506,0.045616139
14,Waited until the last day to do my references for my dissertation,2,2,1,6,6,5,0,3,7,0,1,23,17,39,7,0.045421701,0.045380492
14,Waited until the last day to print my dissertation,3,2,1,5,6,5,2,5,6,4,0,23,17,39,7,0.045334949,0.045801913
14,Wear a dress to Helen's wedding,1,1,2,2,6,6,3,2,6,3,0,23,17,39,7,0.045439589,0.045436943
14,Went to Parizade for graduation dinner,3,2,1,7,6,6,2,6,6,5,0,23,17,39,7,0.045392436,0.045374323
15,Accepting Lorenzo Lab,2,4,1,5,6,6,4,3,5,5,0,31,9,44,14,0.045435445,0.045630481
15,Addriene Sublease,3,2,2,2,6,2,2,5,5,3,0,31,9,44,14,0.045348643,0.045439849
15,Amanda's BDay Gift,3,2,2,1,6,3,4,2,0,4,1,31,9,44,14,0.045273347,0.045293965
15,Applying to PhD 2017,1,2,3,2,4,4,3,4,6,4,0,31,9,44,14,0.045356778,0.048414191
15,Being Petty About the Xbox,3,1,3,1,4,3,4,2,4,3,1,31,9,44,14,0.045510394,0.045963523
15,Belize Trip Planning,3,1,3,2,6,2,4,2,5,2,1,31,9,44,14,0.04531957,0.045298915
15,Breaking up with Katelyn,2,4,3,4,6,3,0,5,5,3,1,31,9,44,14,0.0453121,0.045427769
15,Car Uninspected,1,2,2,3,5,2,0,3,4,3,0,31,9,44,14,0.045559348,0.045738932
15,Chase Debt,1,2,3,2,6,4,0,3,5,2,1,31,9,44,14,0.045569052,0.047467762
15,Closing off Dina,3,2,2,3,4,5,2,2,5,4,1,31,9,44,14,0.045302717,0.045320152
15,Drinking Belfast,3,1,3,5,4,4,3,0,3,4,0,31,9,44,14,0.046265456,0.045400979
15,Drinking in Rome,2,2,3,4,3,4,2,3,2,3,1,31,9,44,14,0.045321101,0.047303532
15,Drinking with Nick,1,2,3,4,6,4,4,4,2,2,1,31,9,44,14,0.045344132,0.048392912
15,Drunk Kathleen,2,3,1,5,5,5,2,5,5,4,0,31,9,44,14,0.045316301,0.04570516
15,Eating hummus salad,2,3,1,5,6,4,2,4,6,4,0,31,9,44,14,0.045341734,0.045689647
15,EuroTrip Austin Issues,3,3,1,4,5,5,0,4,4,3,0,31,9,44,14,0.045852635,0.045315677
15,Getting Back with Micah,3,2,2,4,3,4,3,2,3,3,1,31,9,44,14,0.045402312,0.045312602
15,Hooking Up with Meredith,2,2,3,1,3,4,2,2,5,5,0,31,9,44,14,0.04535138,0.0458563
15,Last Contact with Dad,2,4,1,5,1,2,1,4,2,0,0,31,9,44,14,0.045384627,0.045299759
15,Leaving the Griz Concert,1,1,2,2,6,4,2,3,3,3,1,31,9,44,14,0.045393157,0.049887601
15,Letting Things Fall Apart with Maya,1,1,1,1,5,5,3,3,5,3,0,31,9,44,14,0.048549227,0.045596245
15,Living at the U,2,1,2,2,5,2,0,2,2,0,0,31,9,44,14,0.045328265,0.045312943
15,Majoring in Biology,3,3,2,1,6,4,4,2,4,2,1,31,9,44,14,0.045288225,0.045292066
15,MCAT Score,3,1,2,3,3,4,4,2,5,2,0,31,9,44,14,0.048900438,0.045816605
15,Mitch Incident,1,4,1,5,6,6,1,5,5,0,0,31,9,44,14,0.048992733,0.045693931
15,Passing on Job Search,2,5,1,4,4,5,0,2,5,2,0,31,9,44,14,0.045537592,0.045528057
15,Poor Grades in Eastern Lit,1,1,2,4,5,3,3,2,4,2,1,31,9,44,14,0.045314267,0.04533525
15,Random Roommate ,1,2,1,5,5,4,1,5,5,0,1,31,9,44,14,0.04533823,0.047537917
15,UCSF Interview,1,3,2,4,4,3,4,4,6,2,0,31,9,44,14,0.045280885,0.045442693
15,Wallet Stolen,2,2,1,3,4,5,1,4,4,0,0,31,9,44,14,0.045325421,0.045314135
16,50 Hours Working Two Jobs,1,1,3,3,2,4,4,1,2,3,0,32,19,47,8,0.045170006,0.04522947
16,803 Rotation Choice,1,4,3,4,3,6,4,3,3,4,0,32,19,47,8,0.045232608,0.045231952
16,Accepting Duke,1,2,3,2,3,4,4,2,2,3,0,32,19,47,8,0.045266,0.045234151
16,Bangladesh Meeting,1,4,2,5,4,6,2,4,5,6,1,32,19,47,8,0.045289805,0.046744616
16,Broken Drinking Glass,2,1,3,3,4,5,4,1,1,3,1,32,19,47,8,0.045252321,0.045202374
16,Bumble First Date,2,1,4,2,3,5,3,2,3,5,1,32,19,47,8,0.045229023,0.045188259
16,Burger Bach,3,2,4,3,4,6,3,2,3,5,1,32,19,47,8,0.045813922,0.04531352
16,Buying Printer,2,1,4,2,2,5,4,1,1,2,1,32,19,47,8,0.045200014,0.045222295
16,Clouds Brewery Ignored,3,2,3,2,3,6,1,4,5,6,1,32,19,47,8,0.045634919,0.045244473
16,Forgotten Costco Membership,1,2,2,2,3,6,3,2,3,3,0,32,19,47,8,0.045260597,0.045800953
16,Helping with Move In Furniture,1,1,3,3,3,5,3,5,4,6,1,32,19,47,8,0.045204157,0.045346498
16,Joe Sass Back,2,2,4,2,3,5,3,2,3,3,1,32,19,47,8,0.045206582,0.045233542
16,Laundry at Night,3,2,3,2,3,5,3,3,4,5,1,32,19,47,8,0.045213219,0.045223683
16,Leaving State Farm,2,1,3,2,2,5,4,1,2,4,1,32,19,47,8,0.045260924,0.04523947
16,Locking Up,3,3,1,6,6,6,1,4,4,6,0,32,19,47,8,0.04521911,0.045213483
16,Lost Boot in Parking Lot,3,1,3,2,2,4,4,1,2,1,1,32,19,47,8,0.04519254,0.045227569
16,Money for Rides,3,2,2,3,2,7,2,5,3,7,1,32,19,47,8,0.045266101,0.045264257
16,Not Locking Moped,2,4,1,5,4,7,1,2,4,5,1,32,19,47,8,0.045243994,0.045206693
16,Pirates of the Caribbean Guest Stand Off,2,2,2,5,3,5,2,3,4,5,1,32,19,47,8,0.045202834,0.045186852
16,Rugby Goal Post Fiasco,1,2,3,3,3,5,2,2,3,4,1,32,19,47,8,0.045243246,0.045234159
16,Rugby President,3,1,5,4,2,5,3,2,2,4,1,32,19,47,8,0.04526649,0.045419122
16,Ryan's Uncle Passing Text,2,2,2,5,4,7,1,4,4,7,0,32,19,47,8,0.045264749,0.046912817
16,Second Chance Text,2,2,2,3,2,7,3,2,2,4,0,32,19,47,8,0.045583648,0.045174116
16,Second Date Hook Up,2,2,2,2,2,6,1,3,4,6,0,32,19,47,8,0.04519017,0.045210315
16,Signing Lease with K,1,2,1,3,3,7,1,4,3,6,1,32,19,47,8,0.045197293,0.045249275
16,Smoky Mountains Wine Argument,3,1,3,3,2,5,0,2,3,3,1,32,19,47,8,0.045848352,0.045236875
16,STEPS Grading Peers,3,2,3,3,2,5,2,3,4,5,1,32,19,47,8,0.045238049,0.045196991
16,Thermostat Battery,1,2,1,5,7,5,1,7,0,6,0,32,19,47,8,0.045217455,0.045247955
16,Vegas Sevens Dance Club,1,1,4,3,2,4,3,2,3,5,0,32,19,47,8,0.045813875,0.045517783
16,Worst Date,3,2,4,3,3,5,3,2,3,5,1,32,19,47,8,0.045167664,0.045201115
17,Allowing my brother to stay with me,1,3,4,3,7,5,1,3,7,5,1,33,16,38,8,0.048530072,0.047363232
17,Being stood up,2,1,2,3,3,7,1,3,5,5,0,33,16,38,8,0.045886494,0.046295833
17,Being the designated driver,3,1,2,2,3,4,5,1,5,0,1,33,16,38,8,0.048116856,0.049954433
17,Choosing apartment,1,1,3,3,3,5,3,5,4,3,0,33,16,38,8,0.046231769,0.045864183
17,Drinking at a brewery,2,2,6,5,4,3,3,5,5,0,1,33,16,38,8,0.04661777,0.059649387
17,Drinking at the pool,2,1,5,5,3,4,3,6,0,5,1,33,16,38,8,0.046006861,0.047147467
17,Forgotten Birthday,1,2,2,4,6,4,1,3,6,1,0,33,16,38,8,0.046240188,0.046366587
17,getting a hotel ,3,2,3,4,5,3,4,5,0,5,1,33,16,38,8,0.047996679,0.046397515
17,Getting a new pet,3,2,7,6,6,4,3,5,5,5,0,33,16,38,8,0.04650522,0.046215171
17,getting a party bus,3,2,6,6,3,4,6,7,5,4,0,33,16,38,8,0.046659649,0.046174488
17,Getting an Uber,2,2,3,2,2,5,3,4,4,3,0,33,16,38,8,0.055812769,0.051553805
17,Getting Credit Card,1,2,3,1,2,4,1,4,3,5,1,33,16,38,8,0.046685024,0.056496366
17,Getting my hair cut,1,2,2,1,2,5,5,4,5,3,1,33,16,38,8,0.047037205,0.046867841
17,going on a rollercoaster,3,2,6,6,3,5,3,6,5,4,1,33,16,38,8,0.046204906,0.046143316
17,Going to a party,3,2,6,6,3,3,3,7,5,5,0,33,16,38,8,0.046130524,0.046572359
17,ordering the most expensive meal,3,1,4,2,4,5,0,4,5,4,0,33,16,38,8,0.046189284,0.046128639
17,Picking delivery,1,1,2,3,2,4,3,2,4,3,0,33,16,38,8,0.053677947,0.048765718
17,Posting an Instagram pic,3,2,2,3,3,5,0,6,4,5,0,33,16,38,8,0.046872412,0.046068379
17,Procrastinating on my EDTPA ,1,4,1,4,7,7,1,4,7,7,0,33,16,38,8,0.0478398,0.04705231
17,quitting a job,1,2,3,2,5,4,4,3,3,4,1,33,16,38,8,0.047682355,0.047433206
17,Smoking a Cigar,2,2,5,3,2,6,1,5,4,6,1,33,16,38,8,0.048773229,0.048225981
